Entity,Match,Matched Entity,Score
HDL32,False,Hx of UTI,0.67874056
LDL,False,DM 2,0.7977649
Captopril,False,IUD surveillance,0.70574903
hydrochlorothiazide,True,Right hydroxychloroquine retinopathy,0.86160445
cefazolin,False,Long term tocilizumab therapy,0.8373743
coloposcopy,False,Hx of colonoscopy,0.8428979
cryotherapy,False,Organic sleep apnea,0.68406963
embolotherapy,False,Environmental antigen immunotherapy,0.8119404
calTCO2,False,Abnl CBC,0.74065745
TVH,False,MRSA carrier,0.75918263
SPARC,False,Vertigo,0.7407719
cystoscopy;,False,Gastric adenocarcinoma and proximal polyposis of the stomach (GAPPS),0.7900711
tacchycardic,False,Mesocardia,0.78226435
hemoperitonium,True,Hemopericardium,0.8643987
emobolization,False,Anejaculation,0.80552566
gent/clinda,False,Right talipes valgus,0.7298401
Antibiotics,True,Rash,0.9531313
Loraze3pam,False,Long term vedolizumab therapy,0.725536
Cipro,False,Chorea,0.7105269
Ibuprofen,True,Ibuprofen overdose,0.93253523
Oxycodone-Acetaminophen,True,N-acetylglutamate synthetase deficiency,0.8693068
WEAK,True,Fatigue,0.92148465
HYPERGLYCEMIA,True,Hyperglycemia,1.0
SYNCOPE,True,Syncope,0.9999998
PRESYNCOPE,False,Posthitis,0.7985824
DIZZINESS,True,Dizziness,0.9999998
COLONOSCOPY,True,Hx of colonoscopy,0.89764
HYPOTHYROIDISM,True,Hypothyroidism,1.0000002
dizzy,True,Plague,0.9341735
Nitropaste,False,Adverse effect of barbiturate,0.7657244
tired,True,Fatigue,0.9315364
Plaquenil,False,Lentigo,0.7599067
Levoxyl,False,Adverse effect of fentanyl,0.81075287
Arava,False,Anuria,0.8339531
Epogen,False,Lipoma,0.8201206
dysrhythmia,True,Neonatal arrhythmia,0.90733886
CAD/CABG,False,FHX of CAD,0.77428055
decannulation,False,Angina decubitus,0.70378816
pannus,False,Pruritus,0.8328828
incident,True,Injury,0.8642998
synthroid,False,Iron overdose,0.8184123
Vit.C,False,MRSA pneumonia,0.79051036
KCl,False,Abnl CBC,0.76103806
cozaar,False,Bezoar,0.8165481
TIA/Palpitations,False,Palpitations,0.83668613
MI/CABG,False,HX of CABG,0.8207792
mass/thrombus,False,Hypertrophy of right masseter,0.7452251
LVEF>55%,False,Fhx of colon cancer > 50 yrs,0.7578948
Camphor-Menthol,False,Fhx of hodgkins disease,0.6930702
lotions,False,Photophobia,0.79386806
creams,False,Vitamin overdose,0.7775097
powders,False,Iron overdose,0.7926302
omentopexy,False,Emmetropia,0.8255955
Dicloxacillin,False,3-methylglutaconic aciduria,0.8481709
Diphtheroids,True,Diphtheria carrier,0.8892663
dehisced,False,Wound dehiscence,0.74505466
Crinobactermium,False,Disseminated Mycobacterium abscessus infection,0.81903225
Kay-Ciel,False,Bilat Adies pupil,0.77601135
MEDICINE,False,Pneumonia,0.8091152
weaknes,False,Normal hearing,0.8379091
tachypnic,False,Tachypnea,0.7927228
hgb,False,Hgb D trait,0.83461183
Intubated,False,Failed intubation,0.77360445
levophed,False,IUD removal,0.76846683
Reynolds/vanc/fluc/gentamicin,False,FHX of CAD,0.7067521
cipro,False,Chorea,0.7105269
cefepime,False,Bilat descemetocele,0.7984606
Abx,False,ADHD,0.7647306
fluc,False,RSV pneumonia,0.82214147
azith,False,Anuria,0.7519332
Pressors,False,Declines procedure,0.8077857
vanc/fluc,False,FHX of CAD,0.7831776
cipro/zosyn,False,HX of LASIK,0.7415694
GCSF,False,Q fever,0.71069455
alloimmunization,False,Deconditioning,0.74640214
ATN,False,Anuria,0.7727449
extubate,False,Contusion,0.83241487
cisplatin,False,Lysinuric protein intolerance,0.7941956
Tm,False,MRSA carrier,0.84334767
Tc,False,Mania,0.83180404
estGFR,False,Abnl cervical Pap LGSIL (low grade squamous intraepithelial lesion),0.7747164
Metas,False,Canities,0.8255844
Fibrino,False,Comedone,0.7568635
pCXR,False,Fhx of fragile x,0.7134808
Swab,False,Stitch abscess,0.75691676
MICROORGANISMS,False,Botulism,0.71996367
PMNs,False,PPD positive,0.7394951
FUNGUS,True,Plague,0.93676835
hyperphosphatemia,True,Hyperphosphatemia,1.0
Fevers/Infection,False,Otitis media due to scarlet fever,0.83051395
Cipro/Zosyn,False,HX of LASIK,0.7415694
Fevers,True,Yellow fever,0.8586661
topotecan,False,Tetany,0.6378907
Hypernatremia,True,Hypernatremia,1.0000002
Albuterol-Ipratropium,False,3-methylglutaconic aciduria,0.82443285
Midazolam,False,Naproxen overdose,0.6862954
Aztreonam,False,Ketonuria,0.78563875
Flonase,False,Macule,0.77300143
Celebrex,False,Pellagra,0.76059496
Compazine,False,Bruit,0.7316277
Zyrtec,False,Poland anomalad,0.7263641
Methadone,True,Methadone overdose,0.93065214
RVSP,False,RSV pneumonia,0.7911895
azithromycin,False,Chloramphenicol antibiotic overdose,0.8408724
Ditropan,False,Posthitis,0.76107347
dyazide,False,Bilat asthenopia,0.7630092
bronchodilators,False,Normal pressure hydrocephalus,0.71027607
Polio,False,Anemia,0.8266789
Dyazide,False,Bilat asthenopia,0.7630092
Swanson,False,Bandemia,0.80148953
Alka-Seltzer,False,Gerstmann-straussler-Scheinker syndrome,0.7568133
NyQuil,False,Plague,0.83069324
HDR,False,DM 2,0.78186405
hypoplastic,True,Hypotrichosis,0.85001475
Differential,False,Peer problems,0.7694295
salmeterol,False,Amiodarone overdose,0.781255
Singulair,False,Gangosa,0.76140434
Fentress,False,Beaus lines,0.6658167
Univasc,False,Lentigo,0.70987964
Troponins,False,Cryptotia,0.8143964
Sciatica,False,Encopresis,0.5761032
Glomerulosclerosis,True,Glomerulitis,0.9146277
tetracycline,True,Adverse effect of tetracyclic antidepressant,0.85615146
Diovan,False,Anuria,0.77369034
Advair,False,Anuria,0.777898
Crestor,False,Elder neglect,0.8356122
Flexeril,False,Vaginismus,0.7667334
Humibid,False,Anuria,0.6374219
Zetia,False,Anuria,0.7607689
Tricor,False,Ketonuria,0.764714
Troponin-T,False,Elevated troponin I,0.83209217
QTc,False,MRSA pneumonia,0.7607627
Hyperlipidemia,True,Hyperlipidemia,1.0
Bethanechol,False,Bezoar,0.73713
Cyclobenzaprine,False,Enoxaparin overdose,0.81735504
Corneals,False,Bilat corneal infiltrate,0.8064226
Gag,True,Arthritis,0.9340714
Reflexes,False,Symbolic dysfunction,0.789649
Cefotaxime,False,Bilat blepharochalasis,0.7850641
Metronidazole,True,Adverse effect of dipyridamole,0.85358804
crutches,False,Left knee joint pain,0.69888425
Inderal,False,Anuria,0.82024384
Quinidine,False,Carnitine palmitoyltransferase deficiency,0.7390093
shivery,False,Tremor,0.7950265
oxycontin,False,3-methylglutaconic aciduria,0.8016553
combative,False,Hostility,0.74388593
etomidate,False,Enoxaparin overdose,0.81045985
succinate,False,Vaccination,0.80006087
pc,False,Pneumonia,0.81593764
bpc,False,DM 2,0.793837
AC,False,Arthritis,0.8123888
OGT,False,Macule,0.7602977
atraumatic,False,Posttraumatic seroma,0.81406236
R/G,False,Q fever,0.67867243
HSM,False,MRSA carrier,0.8494147
DTR,False,DM 2,0.7964682
avF,False,RSV pneumonia,0.82123655
avL,False,RSV pneumonia,0.72108877
barbitrt,False,IUD counseling,0.80212724
cocaine,True,Hostility,0.8546021
amphetmn,False,Essential HTN,0.75590175
mthdone,False,Madura foot,0.74702805
MUCOUS,False,Seafood allergy,0.7654381
NA+,False,Rh negative,0.6929072
K+,False,Rh negative,0.65824735
CL,True,Rash,0.85029304
LIPASE,False,Lipoid pneumonia,0.8323425
ETHANOL,True,Corn,0.906376
ACETMNPHN,False,Abnl cervical Pap HGSIL (high grade squamous intraepithelial lesion),0.760485
tricyclic,False,Adverse effect of tetracyclic antidepressant,0.7528692
FIBRINOGE,False,Bilat pneumonia,0.7931318
calTIBC,False,Macule,0.7751787
Ferritn,False,Ketonuria,0.75163937
TRF,False,Macule,0.82580936
Unresponsiveness,False,Suspiciousness and marked evasiveness,0.75710773
unconscious,True,Fatigue,0.8927879
verapamil,False,Acalculia,0.6895511
Hyperglycemia,True,Hyperglycemia,1.0
CHOLECYSTITIS,True,Cholecystitis,0.9999999
cytoxan,False,Bilat hydroxychloroquine retinopathy,0.8355087
mucositis,True,ulcerative mucositis due to nonantineoplastic drugs,0.8960905
antiemetics,False,Seronegative arthritis,0.7339523
phenothiazides,False,Poisoning by phenothiazine antipsychotic,0.8314798
jitteryness,False,Benign shuddering attacks,0.6851766
ceftazidime,False,Bilat descemetocele,0.7581357
Peridex,False,Hematemesis,0.84296227
lorazepam,False,Naproxen overdose,0.7783232
Restoril,False,Lentigo,0.70640725
insomnia,True,Insomnia,0.9999999
Estrogens,True,Androgen excess,0.865209
Tegretol,False,Paranoia querulans,0.75631875
SLE,False,DM 2,0.730651
hypotn,False,Ocular Htn,0.77142966
IVFs,False,Rash,0.82222986
Rigors,False,Callosity,0.80428404
AMS,False,MRSA pneumonia,0.7921121
gent,False,MRSA pneumonia,0.6659415
lithotripsy,False,Esophagostomy mechanical complication,0.72896385
paraplegia-exacerbation,False,"Paraparesis w paraplegia, late effect of stroke",0.8452215
Urostomy,True,Presence of urostomy,0.879651
Osteoporosis,True,Osteoporosis,1.0
then,False,Headache,0.82842344
hr,False,Mania,0.8147553
rr,False,Arthritis,0.7793535
nad,False,Plague,0.81236744
Gardner,False,Vertigo,0.8100633
Thibodeaux,False,Fhx of Charcot-Marie-Tooth disease,0.6748821
3PHOSPHAT,False,Antiphospholipid syndrome,0.7243132
mammography,False,Abnl mammography,0.8169529
IDENTIFICATION,True,Paralysis,0.85639924
MIC,True,Worries,0.90182066
AMPICILLIN/SULBACTAM--,False,Poisoning by rifampicin antibiotic,0.83643734
CEFAZOLIN-------------,False,3-methylcrotonyl glycinuria,0.7480358
CEFEPIME--------------,False,Bilat descemetocele,0.6814587
CEFTAZIDIME-----------,False,Dipyridamole overdose,0.7622962
CEFTRIAXONE-----------,False,Adverse effect of dipyridamole,0.7900833
CEFUROXIME------------,True,3-methylcrotonyl glycinuria,0.8636113
CIPROFLOXACIN---------,True,3-methylglutaconic aciduria,0.8589389
GENTAMICIN------------,False,Poisoning by rifampicin antibiotic,0.7364178
IMIPENEM--------------,False,Drug induced DM w nephropathy,0.62479925
LEVOFLOXACIN----------,False,N-acetylglutamate synthetase deficiency,0.84874094
MEROPENEM-------------,False,Poisoning by thiazide diuretic,0.62147886
PIPERACILLIN/TAZO-----,False,Bilat hydroxychloroquine retinopathy,0.76996726
TOBRAMYCIN------------,False,3-methylcrotonyl glycinuria,0.7541927
ORGANISMS/ML.,False,IUD insertion,0.7133381
penicillins,False,Penicillin allergy,0.78941405
cephalosporins,False,Cyclosporiasis,0.79941475
carbacephems,False,"Astrocytoma, cerebrum",0.81684095
carbapenems,False,Hx of sebaceous carcinoma,0.8117881
Rifampin,False,Bilat corneal dellen,0.7791251
NITROFURANTOIN--------,True,3-methylglutaconic aciduria,0.8624589
OXACILLIN-------------,False,3-methylcrotonyl glycinuria,0.8336998
PENICILLIN------------,False,3-methylcrotonyl glycinuria,0.71696234
TETRACYCLINE----------,True,3-methylglutaconic aciduria,0.86033434
VANCOMYCIN------------,False,Anticholinesterase overdose,0.7105416
pylonephritis,True,Pyelonephritis,0.89306843
CT.,False,Miosis,0.7364248
drainage.,False,Home ventilation dependence,0.81028706
Gentamycin,False,Rifampicin antibiotic overdose,0.8241148
SVO2,False,Abnl CBC,0.73016906
speciation,False,Developmental delay,0.77058554
Gent,False,MRSA pneumonia,0.6659415
meropenem,False,Oliguria,0.763883
Jacoby,False,MRSA carrier,0.8102112
nadir,False,Anuria,0.8146986
Hapto,False,Bezoar,0.7319958
Ferritin,True,Elevated ferritin,0.8646815
Hypoxia:,True,Hypoxia,0.9267156
bolused,False,IUD counseling,0.7834007
SSI,False,Rh negative,0.75625205
Bisacodyl,False,Bilat hydroxychloroquine retinopathy,0.83932024
Dephenhydramine,True,Poisoning by diphenhydramine,0.87454474
loperamide,False,Adverse effect of antihyperlipidemic drug,0.78927
famotidine,False,Amiodarone overdose,0.7897378
KCL,False,Abnl CBC,0.76103806
tums,False,Macule,0.80370843
Compro,False,Phoria,0.7384441
Oxazepam,False,Enoxaparin overdose,0.8200542
tizamidine,False,Amiodarone overdose,0.7881772
actonel,False,Anuria,0.8253325
Actonel,False,Anuria,0.8253325
Famotidine,False,Amiodarone overdose,0.7897378
Sulfameth/Trimethoprim,False,Bilat hydroxychloroquine retinopathy,0.79542136
Hydronephrosis,True,Hydronephrosis,1.0000002
THYMOMA,False,Teratoma,0.8475701
HYDROCELE,True,Hydrocele,0.9999998
simvastatin,False,Enoxaparin overdose,0.75584865
diplopia,True,Diplopia,0.9999999
gallop,False,Flail chest,0.70843357
Capoten,False,Lentigo,0.7667773
Lanoxin,False,Digoxin overdose,0.7826084
Glucophage,False,Hepatosplenic T-cell lymphoma,0.8159206
Amaryl,False,Amyelia,0.78814465
Rhythm,True,Fatigue,0.9377782
Balloon,True,Arthritis,0.9360862
Hirudin,False,Gangosa,0.656505
Coumadinization,False,Deconditioning,0.75583595
diaphoretic,False,Irreducible diaphragmatic hernia,0.74926114
n/v/palpitations,False,Acute DVT of left internal jugular vein,0.74923956
integrillin,False,Niacin deficiency,0.764244
m/r,False,Q fever,0.6137565
w/r/r,False,Q fever,0.5845335
nt/nd,False,Hx of STI,0.73386306
c/c/e,False,"CHF, stage C, unspecified",0.6068657
HEMOGLOBIN,True,Hemoglobinuria,0.9110078
AORTA,False,Overriding aorta,0.81537056
AO,False,Arthritis,0.77509195
R-PDA,False,"CHF, stage D",0.6974642
R-POST-LAT,False,Fhx of DM,0.7310436
R-LV,False,Rh negative,0.79325277
ULCERATED,False,Labial ulceration,0.8315352
SEPTAL-1,False,Twin pregnancy,0.73486924
MID-LAD,False,Right ulna Fx,0.74183035
DIAGONAL-1,False,Right radius Fx,0.7453414
DIAGONAL-2,False,Right radius Fx,0.7390782
Integrillin,False,Niacin deficiency,0.764244
TN,True,Fatigue,0.8519456
V/ICD,False,DM 1 wo complications,0.73513305
CCB,False,DM 2,0.7955719
phentolamine,True,Phenytoin overdose,0.85035086
CIWAs,False,Macule,0.8128683
ck,False,Rash,0.80133706
Mg/K/Ca,False,COPD stage 2 moderate (FEV1 50-79%),0.6555524
plavix,False,Ileus,0.80462515
beta-blockers,False,Poisoning by beta blocker,0.8355322
Beta-blockers,False,Poisoning by beta blocker,0.8355322
Aztrenam,False,Bilat corneal dellen,0.7717312
MAI,True,Plague,0.8856938
Megastrol,False,Levocardia,0.73397183
thyromegaly,True,Acromegaly,0.92141706
Imodium,False,Alkaptonuria,0.75711507
Serax,False,Anuria,0.779937
Kay-Ceil,False,Bilat Adies pupil,0.7301605
atropine,False,Enoxaparin overdose,0.7647433
Sarcoid,False,Sarcoidosis,0.73023003
Headaches,True,Chronic daily headache,0.86284316
Butalbital,False,Byssinosis,0.74043953
Doxepin,False,Bilat blepharospasm,0.8030526
Skelaxin,False,Ketonuria,0.7765298
disorientation,False,Visual hallucination,0.7688414
DNR,False,Elevated CPK,0.6759677
DNI,False,DM 1,0.77754885
Crystalloid,False,Lipoma,0.813424
restraint,True,Tremor,0.88928354
BuSpar,False,AV block,0.76595914
rehabilitated,False,Awaiting lung transplant,0.6954764
Droperidol,False,Alkaptonuria,0.75348383
ERT,False,Id reaction,0.7424364
Lupron,False,Vulvodynia,0.7408007
clindamycin,False,Anticholinesterase overdose,0.79206383
droperidol,False,Alkaptonuria,0.75348383
Arthrotec,False,Aortoiliac atherosclerosis,0.78184426
Tofranil,False,Acalculia,0.7549138
Ambien,False,Bruit,0.70814687
Trazadone,False,Bezoar,0.76476204
lysis,False,Phoria,0.817751
SBR,False,RSV pneumonia,0.7920797
imipramine,True,Enoxaparin overdose,0.85761523
trazadone,False,Bezoar,0.76476204
enalapril,False,Ketonuria,0.7487855
hydralazine,False,Alkaptonuria,0.7866808
amlodipine,False,Declines naloxone,0.7991319
Intraoperatively,False,Hx of intraoperative unintended awareness under general anesthesia,0.76822126
empiricvancomycin,False,Hx of vancomycin resistant enterococcus,0.8323071
TLC,False,MRSA pneumonia,0.84048986
Gastroenteritis,True,Gastroenteritis,1.0000001
Insomnia,True,Insomnia,0.9999999
Scoliosis,True,Acquired scoliosis,0.9240123
Percodan,False,Posthitis,0.81040704
Dulcolax,False,Atelectasis,0.77639276
TUMS,False,Macule,0.80370843
Doxycycline,False,Right hydroxychloroquine retinopathy,0.84849393
Radiograph,False,Photophobia,0.7460261
PIP,True,Arthritis,0.8884058
MCT,False,DM 2,0.757529
Polycose,False,Tyrosinase negative oculocutaneous albinism,0.7702337
meningitis,True,Meningitis,1.0
T3,False,DM 1,0.81042016
Fer-In-Norman,False,Fhx of Charcot-Marie-Tooth disease,0.67550164
Thoracentesis,True,Sialidosis,0.86791
Celiac,False,MRSA pneumonia,0.7842376
Kefzol,False,Naproxen overdose,0.770427
Azotemia,False,Ketonuria,0.8247424
orthostasis,False,Otomycosis,0.849941
empyema,False,Emmetropia,0.8220572
Serratiaurosepsis,False,Hematemesis,0.81233877
thiamine,False,Thiamine deficiency,0.82248664
pyridium,False,Pyromania,0.8035701
magnesium1.4,False,Protein C deficiency,0.70888436
ESRD,False,Macule,0.81093216
glomerulonephritis,True,Glomerulonephritis,1.0
Afebrile,False,Febrile UTI,0.7235246
Non-distended,False,"Cause of injury, nonvenomous arthropod",0.6402331
Fibrinogen,False,Alkaptonuria,0.78737193
plasmaphersis,False,Transient heat fatigue,0.7140887
plasmapheresis,False,Radiation sickness,0.71513057
Pheresis,False,Female epispadias,0.78431666
cbc,False,Pneumonia,0.83796406
Valcyte,False,Chyluria,0.7877125
MMF,False,DM 1,0.7536347
Valganciclovir,False,Hx of bilat salpingo oophorectomy,0.7185681
Sevelamer,False,Vulvar edema,0.8396214
Minoxidil,False,Adverse effect of dipyridamole,0.83187497
syringes,False,Catheter infection,0.7758591
epogen,False,Lipoma,0.8201206
Tacrolimus,False,Trismus,0.81402665
chem10,False,Phoria,0.7028959
pt/ptt/inr,False,FHX of HTN,0.7296008
Labwork,True,Declines lab draws,0.8512447
PHERESIS,False,Female epispadias,0.78431666
ALLOPURINOL,False,Adverse effect of allopurinol,0.83908904
HYDROCHLOROTHIAZIDE,True,Right hydroxychloroquine retinopathy,0.86160445
