Entity,Match,Matched Entity,Score
anxiety,True,Hunger,0.95820916
her shortness of breath,True,Dyspnea,0.89814186
an intrauterine fetal demise,True,Intrauterine fetal death,0.9775767
hydramnios,True,Polyhydramnios,0.92521524
severe polyhydramnios,True,Oligohydramnios,0.97161597
increasing polyhydramnios,True,Polyhydramnios,0.9850068
ongoing labor,True,False labor before 37 weeks,0.88975537
Preterm labor,True,Preterm labor w preterm delivery,0.9796594
late decelerations,True,"Sinus bradycardia, persistent",0.85385334
breech presentation,True,Breech presentation,1.0000002
Nuchal cord,True,Triple nuchal cord,0.9543405
mildly flattened on top,True,Localized swelling on bilat arms,0.9014098
breech positioning in utero,True,Breech extraction,0.92933476
nondysmorphic,True,Pseudo-hurler polydystrophy,0.9001561
Mild intermittent grunting,True,Persistent vomiting,0.8997252
mild subcostal retractions,True,Rectal tenesmus,0.9055706
Tone initially low normal,True,Persistent miosis,0.89443684
increased lax knee,True,HX of LASIK,0.92546844
obvious dislocation,True,Rib dislocation,0.94357336
an audible murmur,True,Innocent murmur,0.88084674
a PPS murmur,True,PPD positive,0.9198388
a TE fistula,True,Pulmonary AV fistula,0.9455196
an incidental pass,True,"Pregnant state, incidental",0.8814421
TEF,True,Tetany,0.9151276
a hemivertebra at T11,True,Congenital hemivertebra,0.8951722
LEFT RENAL MASS,True,Renal mass,0.9515043
polycythemia vera,True,Polycythemia vera,1.0
left side pain,True,Left arm pain,0.96568793
a complex left renal mass,True,Acquired complex renal cyst,0.9378598
a contrast enhancing complex left renal mass,True,Acquired single renal cyst,0.91148084
gross adenopathy,True,Chronic adenoiditis,0.9307693
renal vein involvement,True,Right renal vein injury,0.95960015
the tumor,True,Abdominal cancer,0.8676086
minor fullness of the left renal pelvis,True,Swelling of left leg,0.91810626
postpartum depression,True,Postpartum depression,0.9999999
labor,True,Agitation,0.8880336
grunting,True,Mouth breathing,0.9220431
flaring,True,Ballism,0.9067733
retractions,True,Suture removal,0.88999796
mild retractions,True,Bilat upper eyelid retraction,0.90124935
murmurs,True,Worries,0.9213159
nontender abdomen,True,Bilat hip joint pain,0.8815218
streaky lung fields,True,Abnl lung field finding,0.8938053
consolidation,True,Nausea,0.92637396
retained fetal lung fluid,True,Fetal cardiac abnormality,0.92064357
transient tachypnea of the newborn,True,Tachypnea,0.9334606
mild streakiness of the lung fields,True,Restrictive lung mechanics due to kyphoscoliosis,0.8949961
mild oxygen desaturation,True,Hypoxemia,0.9396843
apneic or brady episodes,True,"Neonatal apnea, unspecified",0.90728545
sepsis risk factors,True,Septic shock,0.9192114
left shift,True,Left eye displacement,0.92085624
growth,True,Confusion,0.93055296
Prolonged Respiratory Transition,True,Respiratory abnormality,0.91416276
Hyaline Membrane Disease,True,Thin basement membrane disease,0.93287563
squamous cell carcinoma of the lung,True,"Squamous cell carcinoma of penis, unspecified site",1.0000005
left cervical recurrence,True,Cervical lesion,0.92466456
neutropenia,True,Drug induced neutropenia,0.9620206
hypothyroidism,True,Hypothyroidism,1.0000001
hypercholesterolemia,True,Hypercholesterolemia,0.99999994
neuropathy,True,Neuropathy,1.0000001
a few scattered rales,True,Bilat itchy eyes,0.8985523
nodule in the right lower lobe,True,Subcutaneous nodule of right lower leg,0.94596374
some diarrhea,True,Functional diarrhea,0.9706807
The neutropenia,True,Hx of neutropenia,0.9510611
Fever neutropenia,True,"Neutropenic fever, unspecified",0.96185935
metastatic squamous cell carcinoma of the lung,True,Squamous cell carcinoma metastatic to bilat lung,0.9714163
cardiac dz,True,HX of leg bypass,0.88635683
asymptomatic,True,Asymptomatic microscopic hematuria,0.95729464
OA,True,Melena,0.8920107
Afib,True,IUD surveillance,0.9152714
severe 3VD,True,HIV 2 infection,0.920933
HTN,True,Secondary HTN,0.9496224
chol,False,Q fever,0.83282727
AFib,True,IUD surveillance,0.9152714
CRI,True,Croup,0.94926447
irreg-irreg,True,Birt-hogg-dube Syndrome,0.89071846
M/R,True,DM 2,0.8959398
NT/ND/+BS,False,"Extranodal NK/T-cell lymphoma, nasal type",0.8189686
irreg irreg,True,Incomplete SAB W UTI,0.8613924
sternum stable incision,True,Open sternum Fx,0.9231312
2+ edema,True,Localized edema,0.9150398
Effusion,True,Effusion of joint,0.9021852
Pntx,True,CPAP dependence,0.9268732
some density adjacent to the tip,True,Effects of high pressure fluids,0.873407
significant interval change,False,Skew deviation,0.83335376
pneumothorax,True,Pneumothorax,1.0
interval development of effusion,True,Effusion of joint,0.9456098
known Atrial fibrillation,True,Chronic atrial fibrillation,0.9743195
AF,True,IUD surveillance,0.92037266
wounds,True,Fever,0.9560674
redness,True,Face cancer,0.90113443
Right LE pain,True,Right arm pain,0.9538609
Pain,True,Pain,1.0000002
Headache,True,Headache,0.99999994
excesive sedation,True,Poisoning by antiemetic medication,0.9026363
R leg pain,True,Right leg pain,0.9244057
severe low back pain,True,Chronic low back pain,0.9771809
this problem,True,Acute MI,0.90249383
worsening low back pain,True,Chronic low back pain,0.95490885
numbness,True,Tingling sensation,0.95186913
a shock like intensity down the right leg,True,"Acute DVT of left leg, unspecified vein",0.9000489
urinary incontinence,True,Urinary incontinence,0.9999998
any changes in bowel habits,True,Change in bowel habit,0.9678888
Non-insulin-requiring diabetes mellitus,True,Neonatal diabetes mellitus,0.9019575
somewhat uncomfortable,True,Tetany,0.9026788
head trauma,True,Closed head injury,0.94837826
scleral icterus,True,Bilat posterior scleritis,0.94450134
gallops,True,Melena,0.89784664
organomegaly,True,Cardiomegaly,0.9323349
clubbing,True,Nail disease,0.8929926
lesions,True,Pneumonia,0.94211936
rashes,True,Drug rash,0.93815327
positive,True,Confusion,0.90550405
lumbar tenderness,True,Abdominal tenderness,0.9360398
point tenderness,True,Tender joint,0.89314497
L4/5 facet enhancement,True,Hx of deep lamellar endothelial keratectomy,0.89390194
Thad lesion,True,Brain lesion,0.9106326
a facet hypertrophy,True,Tonsil hypertrophy,0.9429121
an infectious process,True,Recurrent bacterial infection,0.9049008
mild pain in right hip,True,Right calf pain,0.9438318
painful,True,Headache,0.9448716
increased redness,True,Skin thickening,0.908271
swelling,True,Confusion,0.9478166
discharge,True,Divorce,0.89733374
your incision,True,Puncture wound of lip,0.87639564
mass,True,Hunger,0.92211556
large right thyroid cystic mass eroding,True,Right parotid cyst,0.9450668
anaplastic thyroid carcinoma,True,"Thyroid cancer, anaplastic",0.95557046
a right neck mass,True,Mass of right foot joint,0.930791
The mass,True,Volume loss of lip,0.85393363
anaplastic tumors,True,"Thyroid cancer, anaplastic",0.92123914
cystic,True,Eruption cyst,0.9198961
syncope,True,Syncope,0.99999946
SSS;,True,MSSA pneumonia,0.9218117
URI;,True,Anuria,0.88153815
a URI,True,IUD surveillance,0.9005883
dry cough;,True,Primary cough headache,0.9118529
sore throat,True,Throat clearing,0.9463235
myalgias,True,Myalgia,0.97385937
James pna,True,Bilat tailors bunion,0.9180906
hemoptysis;,True,Hemoptysis,0.9732053
stridorous breathing,True,Bilious vomiting in newborn,0.9111258
Thyroid cyst,True,Thyroid cyst,0.9999999
tracheal mass,True,Tracheal cancer,0.97517943
weight loss,True,Intentional weight loss,0.9207715
R thyroid cyst,True,Thyroid cyst,0.97192436
Goiter,True,Gout,0.9343271
SSS,True,Croup,0.93270326
prostate cancer,True,Prostate cancer,0.9999997
anemia Afib,True,Fhx of anemia,0.92068976
thyroid disease,True,Thyroid disorder,0.98937094
lung ca,True,Lung mass,0.96040225
gastric ca,True,Gastric mass,0.9552416
unknown ca,True,Embedded tooth,0.875454
stroke,True,Fatigue,0.9087984
Large ~6 x 1900-01-06 cm sized right thyroid mass,False,"Subseq ST elevation MI, anterior wall, within 4 wks of previous MI",0.83852416
non-tender.,True,Bilat tmj tenderness,0.8719928
prominent,True,Corn,0.8999208
m/g/r,True,Hx of GERD,0.90226716
transmitted upper airway stridor;,True,Upper airway resistance syndrome,0.9298283
NT,True,Melena,0.86089015
ND,False,Melena,0.83831024
7-cm diameter right neck mass,True,Skin mass of right lower leg,0.91232574
"direct invasion of the subglottic , cervical and proximal thoracic trachea",True,Subglottic web,0.9198643
primary head/neck cancer,True,Head and neck cancer,0.96470326
lymphoma,True,Lymphocele,0.94935775
Left lobe thyroid enlargement,True,Dominant thyroid nodule,0.93177927
Right upper paratracheal and prevascular lymphadenopathy,True,Right upper and lower meibomian gland dysfunction,0.9197651
additional nodes in the right side of the neck,True,"Peripheral nerve cancer, right leg",0.8987111
the neck mass,True,Neck mass,0.9543284
The tumor,True,Abdominal cancer,0.8676086
a relatively monotonous proliferation of spindle cells,True,Hx of papillary thyroid cancer,0.8918039
melanoma,True,Melanuria,0.9471122
hematopoietic neoplasms,True,"Myeloid leukemia, unspecified type and site",0.9289801
sarcoma,True,"Sarcoma, face",0.96682554
spindle cell carcinomas,True,"Spindle cell carcinoma, bladder, unspecified site",0.9759405
sarcomatoid carcinoma of the upper aerodigestive tract,True,"Malignant carcinoid tumor, appendix",0.96154606
malignant salivary gland neoplasms,True,Salivary gland lesion,0.9592664
large thyroid mass,True,Thyroid mass,0.95515597
endotracheal obstructing tumor,True,Tracheal stenosis,0.9574077
extrinsic compression of the high trachea,True,Hx of ulnar entrapment neuropathy surgery,0.90436906
thyroid mass,True,Thyroid mass,1.0
the intratracheal tumor component,True,Cancer metastatic to intrathoracic ln,0.91912043
anaplastic tumor,True,"Anaplastic glioma, brain, unspecified site",0.9231462
respiratory Sx,True,Stridor,0.90702754
further invasion of the tumor,True,Cancer metastatic to blood vessel,0.8841996
ACUTE PANCREATITIS,True,Acute pancreatitis,1.0000001
GASTROESOPHAGEAL REFLUX DISEASE,True,Gastroesophageal reflux,0.99999994
GERD,True,IUD surveillance,0.9126482
sharp left flank pain,True,Left groin pain,0.9374627
radiation to the lower abdomen,True,Hx of radiation therapy to breast area,0.90145123
knife-like,True,White piedra,0.87378865
blood-streaked diarrhea,True,Infectious diarrhea,0.92953235
recent weight loss,True,Intentional weight loss,0.9423237
light-headedness,True,Lightheadedness,0.9380419
dizziness,True,Dizziness,0.99999994
increased urinary frequent,True,Urinary crystal,0.9514022
urgency,True,Confusion,0.9519279
Pneumonia,True,Pneumonia,1.0
partially collapsed lung,True,Lung mass,0.90844023
PUD,True,Rales,0.906291
mild discomfort,True,Throat irritation,0.92897844
Bibasilar crackles,True,Loose body in bilat knees,0.89753884
non-distended,True,Bladder distention,0.8964136
Tender,True,Angry,0.967455
Point tenderness at the left costovertebral angle,True,Stiffness of left hand joint,0.9106334
a prominent pancreas,True,Pancreatic mass,0.92540133
associated mesenteric stranding,True,Superior mesenteric artery injury,0.9323374
abscess,True,Abscess,1.0
pseudocyst,True,Pseudocyesis,0.9312531
A small gallstone,True,Gallstone ileus,0.93463796
Bilateral pleural effusion,True,Pleural effusion,0.9805738
associated compression atelectasis,True,Neonatal primary atelectasis,0.92972815
gallbladder sludge,True,Gallbladder injury,0.9597523
cholelithiasis,True,Cholelithiasis,1.0
swelling of the body,True,Swelling of joint,0.9399781
pleural effusion,True,Pleural effusion,1.0000002
infiltrates,True,Pulmonary infiltrates,0.9584944
acute pancreatitis,True,Acute pancreatitis,1.0000001
his epigastric pain,True,Epigastric abdominal pain,0.95838505
persistent and occasionally severe epigastric pain,True,Epigastric abdominal pain,0.93696386
the patient &apos;s epigastric pain,False,Relational problems w in-laws,0.84595865
a pancreatic complication,True,Pancreatic fistula,0.9590664
necrosis,True,Pulmonary necrosis,0.9444977
a mass in the gallbladder neck,True,Cancer metastatic to gallbladder,0.9278496
biliary dilatation,True,Acquired dilated bile duct,0.94863886
stranding along the pancreas,True,Hx of pancreas transplant,0.915781
infiltrate,True,Pulmonary infiltrates,0.94597846
the high grade fever,True,Late effect of pulmonary TB,0.88741463
cholestasis,True,Cholestasis,1.0
cholangitis,True,Cholangitis,0.99999994
biliary sludge,True,Biliary colic,0.9144329
other abnormalities,True,Fetal cardiac abnormality,0.9041532
epigastric pain,True,Epigastric abdominal pain,0.9763644
radiation to the left upper quadrant,True,"Left breast lump, upper outer quadrant",0.9130366
The pain,True,Pain crisis,0.92278844
the patient &apos;s fever,False,Relational problems w in-laws,0.84595865
his abdominal pain,True,Upper abdominal pain,0.956014
end-stage renal failure,True,Chronic renal insufficiency,0.9462507
type 1900-01-01 diabetes,True,Type 1 MI,0.8611969
insulin-dependent diabetes,True,Insulin resistance,0.90946805
myocardial infarction,True,Postmyocardial infarction syndrome,0.96782005
her medical problems,True,Psychological factors affecting other medical conditions,0.9017216
Sarcoidosis,True,Sarcoidosis,1.0000002
Insulin-dependent diabetes mellitus,True,Neonatal diabetes mellitus,0.923123
Coronary artery disease,True,Coronary arteritis,0.9524021
End-stage renal disease,True,Chronic renal insufficiency,0.93793476
Allergies,True,Allergy testing,0.9603363
legally blind,True,Sight problem,0.8599206
any adenopathy,True,"Adenoma, lung",0.92033255
well-healed incisions,True,Wound dehiscence,0.9041956
a functioning arteriovenous fistula,True,Surgical arteriovenous fistula thrombosis,0.9698719
a thrill,True,Acute MI,0.9118441
a bruit,True,Abdominal bruit,0.9154426
a short segment of ureter,True,TB of ureter,0.9245589
difficulties,True,Confusion,0.9673821
estimated blood loss,True,Body fluid retention,0.8829115
cytomegalovirus,True,Right Cytomegalovirus retinitis,0.97976154
an episode of shortness of breath,True,Dyspnea on exertion,0.88456106
acute pulmonary edema,True,Acute pulmonary edema,1.0000002
specific ST changes,True,"Acute ST elevation MI, unspecified",0.8883967
some loss of her R wave progression laterally,True,Left pupil function abnormality,0.8986332
apparent deleterious effect,True,Toxic effect of paraffin wax,0.8805855
slightly depressed left ventricular systolic function,True,Left ventricular diastolic dysfunction,0.9444649
severe posterior wall hypokinesis,True,Left ocular hypotonia due to ocular fistula,0.9283904
a small myocardial infarction,True,Subendocardial ischemia,0.94183147
perioperative small myocardial infarction,True,Subendocardial ischemia,0.91042805
CONGESTIVE HEART FAILURE,True,"Systolic heart failure, unspecified acuity",0.9489633
obesity,True,Severe obesity,0.95806086
increased shortness of breath,True,Dyspnea,0.8893935
Her shortness of breath,True,Dyspnea,0.89814186
an associated dry cough,True,Primary cough headache,0.9245578
leg pain,True,Neck pain,0.9619665
osteoarthritis,True,Osteoarthritis,1.0
short of breath,True,Breath holding spell,0.86429214
light headed,True,Solar lentigo,0.8941392
orthopnea,True,Orthopnea,1.0000001
noparoxysmal nocturnal dyspnea,True,Paroxysmal nocturnal dyspnea,0.9628162
chest twinges,True,Twin pregnancy,0.92042446
nonradiating,True,Radiation sickness,0.8866632
sharp,True,Canities,0.8875092
sweating,True,Headache,0.9623636
lower extremity edema,True,Hx of lower extremity skin ulcer,0.91906095
